,player_lines,Act No.
3354,"
",ACT IV.
3355,"    Fare you well, my dove!
",ACT IV.
3356,"  Laer. Hadst thou thy wits, and didst persuade revenge,
",ACT IV.
3357,"    It could not move thus.  
",ACT IV.
3358,"  Oph. You must sing 'A-down a-down, and you call him a-down-a.' O,
",ACT IV.
3359,"    how the wheel becomes it! It is the false steward, that stole his
",ACT IV.
3360,"    master's daughter.
",ACT IV.
3361,"  Laer. This nothing's more than matter.
",ACT IV.
3362,"  Oph. There's rosemary, that's for remembrance. Pray you, love,
",ACT IV.
3363,"    remember. And there is pansies, that's for thoughts.
",ACT IV.
3364,"  Laer. A document in madness! Thoughts and remembrance fitted.
",ACT IV.
3365,"  Oph. There's fennel for you, and columbines. There's rue for you,
",ACT IV.
3366,"    and here's some for me. We may call it herb of grace o' Sundays.
",ACT IV.
3367,"    O, you must wear your rue with a difference! There's a daisy. I
",ACT IV.
3368,"    would give you some violets, but they wither'd all when my father
",ACT IV.
3369,"    died. They say he made a good end.
",ACT IV.
3370,"
",ACT IV.
3371,"    [Sings] For bonny sweet Robin is all my joy.
",ACT IV.
3372,"
",ACT IV.
3373,"  Laer. Thought and affliction, passion, hell itself,
",ACT IV.
3374,"    She turns to favour and to prettiness.
",ACT IV.
3375,"  Oph. (sings)
",ACT IV.
3376,"         And will he not come again?
",ACT IV.
3377,"         And will he not come again?
",ACT IV.
3378,"           No, no, he is dead;  
",ACT IV.
3379,"           Go to thy deathbed;
",ACT IV.
3380,"         He never will come again.
",ACT IV.
3381,"
",ACT IV.
3382,"         His beard was as white as snow,
",ACT IV.
3383,"         All flaxen was his poll.
",ACT IV.
3384,"           He is gone, he is gone,
",ACT IV.
3385,"           And we cast away moan.
",ACT IV.
3386,"         God 'a'mercy on his soul!
",ACT IV.
3387,"
",ACT IV.
3388,"    And of all Christian souls, I pray God. God b' wi', you.
",ACT IV.
3389,"Exit.
",ACT IV.
3390,"  Laer. Do you see this, O God?
",ACT IV.
3391,"  King. Laertes, I must commune with your grief,
",ACT IV.
3392,"    Or you deny me right. Go but apart,
",ACT IV.
3393,"    Make choice of whom your wisest friends you will,
",ACT IV.
3394,"    And they shall hear and judge 'twixt you and me.
",ACT IV.
3395,"    If by direct or by collateral hand
",ACT IV.
3396,"    They find us touch'd, we will our kingdom give,
",ACT IV.
3397,"    Our crown, our life, and all that we call ours,
",ACT IV.
3398,"    To you in satisfaction; but if not,  
",ACT IV.
3399,"    Be you content to lend your patience to us,
",ACT IV.
3400,"    And we shall jointly labour with your soul
",ACT IV.
3401,"    To give it due content.
",ACT IV.
3402,"  Laer. Let this be so.
",ACT IV.
3403,"    His means of death, his obscure funeral-
",ACT IV.
3404,"    No trophy, sword, nor hatchment o'er his bones,
",ACT IV.
3405,"    No noble rite nor formal ostentation,-
",ACT IV.
3406,"    Cry to be heard, as 'twere from heaven to earth,
",ACT IV.
3407,"    That I must call't in question.
",ACT IV.
3408,"  King. So you shall;
",ACT IV.
3409,"    And where th' offence is let the great axe fall.
",ACT IV.
3410,"    I pray you go with me.
",ACT IV.
3411,"                                                          Exeunt
",ACT IV.
3412,"
",ACT IV.
3413,"
",ACT IV.
3414,"
",ACT IV.
3415,"
",ACT IV.
3416,"
",ACT IV.
3417,"Scene VI.
",ACT IV.
3418,"Elsinore. Another room in the Castle.
",ACT IV.
3419,"
",ACT IV.
3420,"Enter Horatio with an Attendant.
",ACT IV.
3421,"
",ACT IV.
3422,"  Hor. What are they that would speak with me?
",ACT IV.
3423,"  Servant. Seafaring men, sir. They say they have letters for you.
",ACT IV.
3424,"  Hor. Let them come in.
",ACT IV.
3425,"                                               [Exit Attendant.]
",ACT IV.
3426,"    I do not know from what part of the world
",ACT IV.
3427,"    I should be greeted, if not from Lord Hamlet.
",ACT IV.
3428,"
",ACT IV.
3429,"                          Enter Sailors.
",ACT IV.
3430,"
",ACT IV.
3431,"  Sailor. God bless you, sir.
",ACT IV.
3432,"  Hor. Let him bless thee too.
",ACT IV.
3433,"  Sailor. 'A shall, sir, an't please him. There's a letter for you,
",ACT IV.
3434,"    sir,- it comes from th' ambassador that was bound for England- if
",ACT IV.
3435,"    your name be Horatio, as I am let to know it is.
",ACT IV.
3436,"  Hor. (reads the letter) 'Horatio, when thou shalt have overlook'd
",ACT IV.
3437,"    this, give these fellows some means to the King. They have
",ACT IV.
3438,"    letters for him. Ere we were two days old at sea, a pirate of  
",ACT IV.
3439,"    very warlike appointment gave us chase. Finding ourselves too
",ACT IV.
3440,"    slow of sail, we put on a compelled valour, and in the grapple I
",ACT IV.
3441,"    boarded them. On the instant they got clear of our ship; so I
",ACT IV.
3442,"    alone became their prisoner. They have dealt with me like thieves
",ACT IV.
3443,"    of mercy; but they knew what they did: I am to do a good turn for
",ACT IV.
3444,"    them. Let the King have the letters I have sent, and repair thou
",ACT IV.
3445,"    to me with as much speed as thou wouldst fly death. I have words
",ACT IV.
3446,"    to speak in thine ear will make thee dumb; yet are they much too
",ACT IV.
3447,"    light for the bore of the matter. These good fellows will bring
",ACT IV.
3448,"    thee where I am. Rosencrantz and Guildenstern hold their course
",ACT IV.
3449,"    for England. Of them I have much to tell thee. Farewell.
",ACT IV.
3450,"                            'He that thou knowest thine, HAMLET.'
",ACT IV.
3451,"
",ACT IV.
3452,"    Come, I will give you way for these your letters,
",ACT IV.
3453,"    And do't the speedier that you may direct me
",ACT IV.
3454,"    To him from whom you brought them.                   Exeunt.
",ACT IV.
3455,"
",ACT IV.
3456,"
",ACT IV.
3457,"
",ACT IV.
3458,"
",ACT IV.
3459,"
",ACT IV.
3460,"Scene VII.
",ACT IV.
3461,"Elsinore. Another room in the Castle.
",ACT IV.
3462,"
",ACT IV.
3463,"Enter King and Laertes.
",ACT IV.
3464,"
",ACT IV.
3465,"  King. Now must your conscience my acquittance seal,
",ACT IV.
3466,"    And You must put me in your heart for friend,
",ACT IV.
3467,"    Sith you have heard, and with a knowing ear,
",ACT IV.
3468,"    That he which hath your noble father slain
",ACT IV.
3469,"    Pursued my life.
",ACT IV.
3470,"  Laer. It well appears. But tell me
",ACT IV.
3471,"    Why you proceeded not against these feats
",ACT IV.
3472,"    So crimeful and so capital in nature,
",ACT IV.
3473,"    As by your safety, wisdom, all things else,
",ACT IV.
3474,"    You mainly were stirr'd up.
",ACT IV.
3475,"  King. O, for two special reasons,
",ACT IV.
3476,"    Which may to you, perhaps, seein much unsinew'd,
",ACT IV.
3477,"    But yet to me they are strong. The Queen his mother
",ACT IV.
3478,"    Lives almost by his looks; and for myself,-
",ACT IV.
3479,"    My virtue or my plague, be it either which,-
",ACT IV.
3480,"    She's so conjunctive to my life and soul
",ACT IV.
3481,"    That, as the star moves not but in his sphere,  
",ACT IV.
3482,"    I could not but by her. The other motive
",ACT IV.
3483,"    Why to a public count I might not go
",ACT IV.
3484,"    Is the great love the general gender bear him,
",ACT IV.
3485,"    Who, dipping all his faults in their affection,
",ACT IV.
3486,"    Would, like the spring that turneth wood to stone,
",ACT IV.
3487,"    Convert his gives to graces; so that my arrows,
",ACT IV.
3488,"    Too slightly timber'd for so loud a wind,
",ACT IV.
3489,"    Would have reverted to my bow again,
",ACT IV.
3490,"    And not where I had aim'd them.
",ACT IV.
3491,"  Laer. And so have I a noble father lost;
",ACT IV.
3492,"    A sister driven into desp'rate terms,
",ACT IV.
3493,"    Whose worth, if praises may go back again,
",ACT IV.
3494,"    Stood challenger on mount of all the age
",ACT IV.
3495,"    For her perfections. But my revenge will come.
",ACT IV.
3496,"  King. Break not your sleeps for that. You must not think
",ACT IV.
3497,"    That we are made of stuff so flat and dull
",ACT IV.
3498,"    That we can let our beard be shook with danger,
",ACT IV.
3499,"    And think it pastime. You shortly shall hear more.
",ACT IV.
3500,"    I lov'd your father, and we love ourself,
",ACT IV.
3501,"    And that, I hope, will teach you to imagine-  
",ACT IV.
3502,"
",ACT IV.
3503,"                 Enter a Messenger with letters.
",ACT IV.
3504,"
",ACT IV.
3505,"    How now? What news?
",ACT IV.
3506,"  Mess. Letters, my lord, from Hamlet:
",ACT IV.
3507,"    This to your Majesty; this to the Queen.
",ACT IV.
3508,"  King. From Hamlet? Who brought them?
",ACT IV.
3509,"  Mess. Sailors, my lord, they say; I saw them not.
",ACT IV.
3510,"    They were given me by Claudio; he receiv'd them
",ACT IV.
3511,"    Of him that brought them.
",ACT IV.
3512,"  King. Laertes, you shall hear them.
",ACT IV.
3513,"    Leave us.
",ACT IV.
3514,"                                                 Exit Messenger.
",ACT IV.
3515,"    [Reads]'High and Mighty,-You shall know I am set naked on your
",ACT IV.
3516,"    kingdom. To-morrow shall I beg leave to see your kingly eyes;
",ACT IV.
3517,"    when I shall (first asking your pardon thereunto) recount the
",ACT IV.
3518,"    occasion of my sudden and more strange return.
",ACT IV.
3519,"                                                     'HAMLET.'
",ACT IV.
3520,"    What should this mean? Are all the rest come back?
",ACT IV.
3521,"    Or is it some abuse, and no such thing?  
",ACT IV.
3522,"  Laer. Know you the hand?
",ACT IV.
3523,"  King. 'Tis Hamlet's character. 'Naked!'
",ACT IV.
3524,"    And in a postscript here, he says 'alone.'
",ACT IV.
3525,"    Can you advise me?
",ACT IV.
3526,"  Laer. I am lost in it, my lord. But let him come!
",ACT IV.
3527,"    It warms the very sickness in my heart
",ACT IV.
3528,"    That I shall live and tell him to his teeth,
",ACT IV.
3529,"    'Thus didest thou.'
",ACT IV.
3530,"  King. If it be so, Laertes
",ACT IV.
3531,"    (As how should it be so? how otherwise?),
",ACT IV.
3532,"    Will you be rul'd by me?
",ACT IV.
3533,"  Laer. Ay my lord,
",ACT IV.
3534,"    So you will not o'errule me to a peace.
",ACT IV.
3535,"  King. To thine own peace. If he be now return'd
",ACT IV.
3536,"    As checking at his voyage, and that he means
",ACT IV.
3537,"    No more to undertake it, I will work him
",ACT IV.
3538,"    To exploit now ripe in my device,
",ACT IV.
3539,"    Under the which he shall not choose but fall;
",ACT IV.
3540,"    And for his death no wind
",ACT IV.
3541,"    But even his mother shall uncharge the practice  
",ACT IV.
3542,"    And call it accident.
",ACT IV.
3543,"  Laer. My lord, I will be rul'd;
",ACT IV.
3544,"    The rather, if you could devise it so
",ACT IV.
3545,"    That I might be the organ.
",ACT IV.
3546,"  King. It falls right.
",ACT IV.
3547,"    You have been talk'd of since your travel much,
",ACT IV.
3548,"    And that in Hamlet's hearing, for a quality
",ACT IV.
3549,"    Wherein they say you shine, Your sun of parts
",ACT IV.
3550,"    Did not together pluck such envy from him
",ACT IV.
3551,"    As did that one; and that, in my regard,
",ACT IV.
3552,"    Of the unworthiest siege.
",ACT IV.
3553,"  Laer. What part is that, my lord?
",ACT IV.
3554,"  King. A very riband in the cap of youth-
",ACT IV.
3555,"    Yet needfull too; for youth no less becomes
",ACT IV.
3556,"    The light and careless livery that it wears
",ACT IV.
3557,"    Thin settled age his sables and his weeds,
",ACT IV.
3558,"    Importing health and graveness. Two months since
",ACT IV.
3559,"    Here was a gentleman of Normandy.
",ACT IV.
3560,"    I have seen myself, and serv'd against, the French,
",ACT IV.
3561,"    And they can well on horseback; but this gallant  
",ACT IV.
3562,"    Had witchcraft in't. He grew unto his seat,
",ACT IV.
3563,"    And to such wondrous doing brought his horse
",ACT IV.
3564,"    As had he been incorps'd and demi-natur'd
",ACT IV.
3565,"    With the brave beast. So far he topp'd my thought
",ACT IV.
3566,"    That I, in forgery of shapes and tricks,
",ACT IV.
3567,"    Come short of what he did.
",ACT IV.
3568,"  Laer. A Norman was't?
",ACT IV.
3569,"  King. A Norman.
",ACT IV.
3570,"  Laer. Upon my life, Lamound.
",ACT IV.
3571,"  King. The very same.
",ACT IV.
3572,"  Laer. I know him well. He is the broach indeed
",ACT IV.
3573,"    And gem of all the nation.
",ACT IV.
3574,"  King. He made confession of you;
",ACT IV.
3575,"    And gave you such a masterly report
",ACT IV.
3576,"    For art and exercise in your defence,
",ACT IV.
3577,"    And for your rapier most especially,
",ACT IV.
3578,"    That he cried out 'twould be a sight indeed
",ACT IV.
3579,"    If one could match you. The scrimers of their nation
",ACT IV.
3580,"    He swore had neither motion, guard, nor eye,
",ACT IV.
3581,"    If you oppos'd them. Sir, this report of his  
",ACT IV.
3582,"    Did Hamlet so envenom with his envy
",ACT IV.
3583,"    That he could nothing do but wish and beg
",ACT IV.
3584,"    Your sudden coming o'er to play with you.
",ACT IV.
3585,"    Now, out of this-
",ACT IV.
3586,"  Laer. What out of this, my lord?
",ACT IV.
3587,"  King. Laertes, was your father dear to you?
",ACT IV.
3588,"    Or are you like the painting of a sorrow,
",ACT IV.
3589,"    A face without a heart,'
",ACT IV.
3590,"  Laer. Why ask you this?
",ACT IV.
3591,"  King. Not that I think you did not love your father;
",ACT IV.
3592,"    But that I know love is begun by time,
",ACT IV.
3593,"    And that I see, in passages of proof,
",ACT IV.
3594,"    Time qualifies the spark and fire of it.
",ACT IV.
3595,"    There lives within the very flame of love
",ACT IV.
3596,"    A kind of wick or snuff that will abate it;
",ACT IV.
3597,"    And nothing is at a like goodness still;
",ACT IV.
3598,"    For goodness, growing to a plurisy,
",ACT IV.
3599,"    Dies in his own too-much. That we would do,
",ACT IV.
3600,"    We should do when we would; for this 'would' changes,
",ACT IV.
3601,"    And hath abatements and delays as many  
",ACT IV.
3602,"    As there are tongues, are hands, are accidents;
",ACT IV.
3603,"    And then this 'should' is like a spendthrift sigh,
",ACT IV.
3604,"    That hurts by easing. But to the quick o' th' ulcer!
",ACT IV.
3605,"    Hamlet comes back. What would you undertake
",ACT IV.
3606,"    To show yourself your father's son in deed
",ACT IV.
3607,"    More than in words?
",ACT IV.
3608,"  Laer. To cut his throat i' th' church!
",ACT IV.
3609,"  King. No place indeed should murther sanctuarize;
",ACT IV.
3610,"    Revenge should have no bounds. But, good Laertes,
",ACT IV.
3611,"    Will you do this? Keep close within your chamber.
",ACT IV.
3612,"    Will return'd shall know you are come home.
",ACT IV.
3613,"    We'll put on those shall praise your excellence
",ACT IV.
3614,"    And set a double varnish on the fame
",ACT IV.
3615,"    The Frenchman gave you; bring you in fine together
",ACT IV.
3616,"    And wager on your heads. He, being remiss,
",ACT IV.
3617,"    Most generous, and free from all contriving,
",ACT IV.
3618,"    Will not peruse the foils; so that with ease,
",ACT IV.
3619,"    Or with a little shuffling, you may choose
",ACT IV.
3620,"    A sword unbated, and, in a pass of practice,
",ACT IV.
3621,"    Requite him for your father.  
",ACT IV.
3622,"  Laer. I will do't!
",ACT IV.
3623,"    And for that purpose I'll anoint my sword.
",ACT IV.
3624,"    I bought an unction of a mountebank,
",ACT IV.
3625,"    So mortal that, but dip a knife in it,
",ACT IV.
3626,"    Where it draws blood no cataplasm so rare,
",ACT IV.
3627,"    Collected from all simples that have virtue
",ACT IV.
3628,"    Under the moon, can save the thing from death
",ACT IV.
3629,"    This is but scratch'd withal. I'll touch my point
",ACT IV.
3630,"    With this contagion, that, if I gall him slightly,
",ACT IV.
3631,"    It may be death.
",ACT IV.
3632,"  King. Let's further think of this,
",ACT IV.
3633,"    Weigh what convenience both of time and means
",ACT IV.
3634,"    May fit us to our shape. If this should fall,
",ACT IV.
3635,"    And that our drift look through our bad performance.
",ACT IV.
3636,"    'Twere better not assay'd. Therefore this project
",ACT IV.
3637,"    Should have a back or second, that might hold
",ACT IV.
3638,"    If this did blast in proof. Soft! let me see.
",ACT IV.
3639,"    We'll make a solemn wager on your cunnings-
",ACT IV.
3640,"    I ha't!
",ACT IV.
3641,"    When in your motion you are hot and dry-  
",ACT IV.
3642,"    As make your bouts more violent to that end-
",ACT IV.
3643,"    And that he calls for drink, I'll have prepar'd him
",ACT IV.
3644,"    A chalice for the nonce; whereon but sipping,
",ACT IV.
3645,"    If he by chance escape your venom'd stuck,
",ACT IV.
3646,"    Our purpose may hold there.- But stay, what noise,
",ACT IV.
3647,"
",ACT IV.
3648,"                           Enter Queen.
",ACT IV.
3649,"
",ACT IV.
3650,"    How now, sweet queen?
",ACT IV.
3651,"  Queen. One woe doth tread upon another's heel,
",ACT IV.
3652,"    So fast they follow. Your sister's drown'd, Laertes.
",ACT IV.
3653,"  Laer. Drown'd! O, where?
",ACT IV.
3654,"  Queen. There is a willow grows aslant a brook,
",ACT IV.
3655,"    That shows his hoar leaves in the glassy stream.
",ACT IV.
3656,"    There with fantastic garlands did she come
",ACT IV.
3657,"    Of crowflowers, nettles, daisies, and long purples,
",ACT IV.
3658,"    That liberal shepherds give a grosser name,
",ACT IV.
3659,"    But our cold maids do dead men's fingers call them.
",ACT IV.
3660,"    There on the pendant boughs her coronet weeds
",ACT IV.
3661,"    Clamb'ring to hang, an envious sliver broke,  
",ACT IV.
3662,"    When down her weedy trophies and herself
",ACT IV.
3663,"    Fell in the weeping brook. Her clothes spread wide
",ACT IV.
3664,"    And, mermaid-like, awhile they bore her up;
",ACT IV.
3665,"    Which time she chaunted snatches of old tunes,
",ACT IV.
3666,"    As one incapable of her own distress,
",ACT IV.
3667,"    Or like a creature native and indued
",ACT IV.
3668,"    Unto that element; but long it could not be
",ACT IV.
3669,"    Till that her garments, heavy with their drink,
",ACT IV.
3670,"    Pull'd the poor wretch from her melodious lay
",ACT IV.
3671,"    To muddy death.
",ACT IV.
3672,"  Laer. Alas, then she is drown'd?
",ACT IV.
3673,"  Queen. Drown'd, drown'd.
",ACT IV.
3674,"  Laer. Too much of water hast thou, poor Ophelia,
",ACT IV.
3675,"    And therefore I forbid my tears; but yet
",ACT IV.
3676,"    It is our trick; nature her custom holds,
",ACT IV.
3677,"    Let shame say what it will. When these are gone,
",ACT IV.
3678,"    The woman will be out. Adieu, my lord.
",ACT IV.
3679,"    I have a speech of fire, that fain would blaze
",ACT IV.
3680,"    But that this folly douts it.                          Exit.
",ACT IV.
3681,"  King. Let's follow, Gertrude.  
",ACT IV.
3682,"    How much I had to do to calm his rage I
",ACT IV.
3683,"    Now fear I this will give it start again;
",ACT IV.
3684,"    Therefore let's follow.
",ACT IV.
3685,"                                                         Exeunt.
",ACT IV.
3686,"
",ACT IV.
3687,"
",ACT IV.
3688,"
",ACT IV.
3689,"
",ACT IV.
3690,"
",ACT IV.
3691,"ACT V. Scene I.
",ACT V.
3692,"Elsinore. A churchyard.
",ACT V.
3693,"
",ACT V.
3694,"Enter two Clowns, [with spades and pickaxes].
",ACT V.
3695,"
",ACT V.
3696,"  Clown. Is she to be buried in Christian burial when she wilfully
",ACT V.
3697,"    seeks her own salvation?
",ACT V.
3698,"  Other. I tell thee she is; therefore make her grave straight.
",ACT V.
3699,"    The crowner hath sate on her, and finds it Christian burial.
",ACT V.
3700,"  Clown. How can that be, unless she drown'd herself in her own
",ACT V.
3701,"    defence?
",ACT V.
3702,"  Other. Why, 'tis found so.
",ACT V.
3703,"  Clown. It must be se offendendo; it cannot be else. For here lies
",ACT V.
3704,"    the point: if I drown myself wittingly, it argues an act; and an
",ACT V.
3705,"    act hath three branches-it is to act, to do, and to perform;
",ACT V.
3706,"    argal, she drown'd herself wittingly.
",ACT V.
3707,"  Other. Nay, but hear you, Goodman Delver!
",ACT V.
3708,"  Clown. Give me leave. Here lies the water; good. Here stands the
",ACT V.
3709,"    man; good. If the man go to this water and drown himself, it is,
",ACT V.
3710,"    will he nill he, he goes- mark you that. But if the water come to
",ACT V.
3711,"    him and drown him, he drowns not himself. Argal, he that is not
",ACT V.
3712,"    guilty of his own death shortens not his own life.  
",ACT V.
3713,"  Other. But is this law?
",ACT V.
3714,"  Clown. Ay, marry, is't- crowner's quest law.
",ACT V.
3715,"  Other. Will you ha' the truth an't? If this had not been a
",ACT V.
3716,"    gentlewoman, she should have been buried out o' Christian burial.
",ACT V.
3717,"  Clown. Why, there thou say'st! And the more pity that great folk
",ACT V.
3718,"    should have count'nance in this world to drown or hang themselves
",ACT V.
3719,"    more than their even-Christen. Come, my spade! There is no
",ACT V.
3720,"    ancient gentlemen but gard'ners, ditchers, and grave-makers. They
",ACT V.
3721,"    hold up Adam's profession.
",ACT V.
3722,"  Other. Was he a gentleman?
",ACT V.
3723,"  Clown. 'A was the first that ever bore arms.
",ACT V.
3724,"  Other. Why, he had none.
",ACT V.
3725,"  Clown. What, art a heathen? How dost thou understand the Scripture?
",ACT V.
3726,"    The Scripture says Adam digg'd. Could he dig without arms? I'll
",ACT V.
3727,"    put another question to thee. If thou answerest me not to the
",ACT V.
3728,"    purpose, confess thyself-
",ACT V.
3729,"  Other. Go to!
",ACT V.
3730,"  Clown. What is he that builds stronger than either the mason, the
",ACT V.
3731,"    shipwright, or the carpenter?
",ACT V.
3732,"  Other. The gallows-maker; for that frame outlives a thousand  
",ACT V.
3733,"    tenants.
",ACT V.
3734,"  Clown. I like thy wit well, in good faith. The gallows does well.
",ACT V.
3735,"    But how does it well? It does well to those that do ill. Now,
",ACT V.
3736,"    thou dost ill to say the gallows is built stronger than the
",ACT V.
3737,"    church. Argal, the gallows may do well to thee. To't again, come!
",ACT V.
3738,"  Other. Who builds stronger than a mason, a shipwright, or a
",ACT V.
3739,"    carpenter?
",ACT V.
3740,"  Clown. Ay, tell me that, and unyoke.
",ACT V.
3741,"  Other. Marry, now I can tell!
",ACT V.
3742,"  Clown. To't.
",ACT V.
3743,"  Other. Mass, I cannot tell.
",ACT V.
3744,"
",ACT V.
3745,"                 Enter Hamlet and Horatio afar off.
",ACT V.
3746,"
",ACT V.
3747,"  Clown. Cudgel thy brains no more about it, for your dull ass will
",ACT V.
3748,"    not mend his pace with beating; and when you are ask'd this
",ACT V.
3749,"    question next, say 'a grave-maker.' The houses he makes lasts
",ACT V.
3750,"    till doomsday. Go, get thee to Yaughan; fetch me a stoup of
",ACT V.
3751,"    liquor.
",ACT V.
3752,"                                            [Exit Second Clown.]  
",ACT V.
3753,"
",ACT V.
3754,"                       [Clown digs and] sings.
",ACT V.
3755,"
",ACT V.
3756,"       In youth when I did love, did love,
",ACT V.
3757,"         Methought it was very sweet;
",ACT V.
3758,"       To contract- O- the time for- a- my behove,
",ACT V.
3759,"         O, methought there- a- was nothing- a- meet.
",ACT V.
3760,"
",ACT V.
3761,"  Ham. Has this fellow no feeling of his business, that he sings at
",ACT V.
3762,"    grave-making?
",ACT V.
3763,"  Hor. Custom hath made it in him a Property of easiness.
",ACT V.
3764,"  Ham. 'Tis e'en so. The hand of little employment hath the daintier
",ACT V.
3765,"    sense.
",ACT V.
3766,"  Clown. (sings)
",ACT V.
3767,"         But age with his stealing steps
",ACT V.
3768,"           Hath clawed me in his clutch,
",ACT V.
3769,"         And hath shipped me intil the land,
",ACT V.
3770,"           As if I had never been such.
",ACT V.
3771,"                                            [Throws up a skull.]
",ACT V.
3772,"  
",ACT V.
3773,"  Ham. That skull had a tongue in it, and could sing once. How the
",ACT V.
3774,"    knave jowls it to the ground,as if 'twere Cain's jawbone, that
",ACT V.
3775,"    did the first murther! This might be the pate of a Politician,
",ACT V.
3776,"    which this ass now o'erreaches; one that would circumvent God,
",ACT V.
3777,"    might it not?
",ACT V.
3778,"  Hor. It might, my lord.
",ACT V.
3779,"  Ham. Or of a courtier, which could say 'Good morrow, sweet lord!
",ACT V.
3780,"    How dost thou, good lord?' This might be my Lord Such-a-one, that
",ACT V.
3781,"    prais'd my Lord Such-a-one's horse when he meant to beg it- might
",ACT V.
3782,"    it not?
",ACT V.
3783,"  Hor. Ay, my lord.
",ACT V.
3784,"  Ham. Why, e'en so! and now my Lady Worm's, chapless, and knock'd
",ACT V.
3785,"    about the mazzard with a sexton's spade. Here's fine revolution,
",ACT V.
3786,"    and we had the trick to see't. Did these bones cost no more the
",ACT V.
3787,"    breeding but to play at loggets with 'em? Mine ache to think
",ACT V.
3788,"    on't.
",ACT V.
3789,"  Clown. (Sings)
",ACT V.
3790,"         A pickaxe and a spade, a spade,
",ACT V.
3791,"           For and a shrouding sheet;
",ACT V.
3792,"         O, a Pit of clay for to be made  
",ACT V.
3793,"           For such a guest is meet.
",ACT V.
3794,"                                      Throws up [another skull].
",ACT V.
3795,"
",ACT V.
3796,"  Ham. There's another. Why may not that be the skull of a lawyer?
",ACT V.
3797,"    Where be his quiddits now, his quillets, his cases, his tenures,
",ACT V.
3798,"    and his tricks? Why does he suffer this rude knave now to knock
",ACT V.
3799,"    him about the sconce with a dirty shovel, and will not tell him
",ACT V.
3800,"    of his action of battery? Hum! This fellow might be in's time a
",ACT V.
3801,"    great buyer of land, with his statutes, his recognizances, his
",ACT V.
3802,"    fines, his double vouchers, his recoveries. Is this the fine of
",ACT V.
3803,"    his fines, and the recovery of his recoveries, to have his fine
",ACT V.
3804,"    pate full of fine dirt? Will his vouchers vouch him no more of
",ACT V.
3805,"    his purchases, and double ones too, than the length and breadth
",ACT V.
3806,"    of a pair of indentures? The very conveyances of his lands will
",ACT V.
3807,"    scarcely lie in this box; and must th' inheritor himself have no
",ACT V.
3808,"    more, ha?
",ACT V.
3809,"  Hor. Not a jot more, my lord.
",ACT V.
3810,"  Ham. Is not parchment made of sheepskins?
",ACT V.
3811,"  Hor. Ay, my lord, And of calveskins too.
",ACT V.
3812,"  Ham. They are sheep and calves which seek out assurance in that. I  
",ACT V.
3813,"    will speak to this fellow. Whose grave's this, sirrah?
",ACT V.
3814,"  Clown. Mine, sir.
",ACT V.
3815,"
",ACT V.
3816,"    [Sings] O, a pit of clay for to be made
",ACT V.
3817,"              For such a guest is meet.
",ACT V.
3818,"
",ACT V.
3819,"  Ham. I think it be thine indeed, for thou liest in't.
",ACT V.
3820,"  Clown. You lie out on't, sir, and therefore 'tis not yours.
",ACT V.
3821,"    For my part, I do not lie in't, yet it is mine.
",ACT V.
3822,"  Ham. Thou dost lie in't, to be in't and say it is thine. 'Tis for
",ACT V.
3823,"    the dead, not for the quick; therefore thou liest.
",ACT V.
3824,"  Clown. 'Tis a quick lie, sir; 'twill away again from me to you.
",ACT V.
3825,"  Ham. What man dost thou dig it for?
",ACT V.
3826,"  Clown. For no man, sir.
",ACT V.
3827,"  Ham. What woman then?
",ACT V.
3828,"  Clown. For none neither.
",ACT V.
3829,"  Ham. Who is to be buried in't?
",ACT V.
3830,"  Clown. One that was a woman, sir; but, rest her soul, she's dead.
",ACT V.
3831,"  Ham. How absolute the knave is! We must speak by the card, or
",ACT V.
3832,"    equivocation will undo us. By the Lord, Horatio, this three years
",ACT V.
3833,"    I have taken note of it, the age is grown so picked that the toe  
",ACT V.
3834,"    of the peasant comes so near the heel of the courtier he galls
",ACT V.
3835,"    his kibe.- How long hast thou been a grave-maker?
",ACT V.
3836,"  Clown. Of all the days i' th' year, I came to't that day that our
",ACT V.
3837,"    last king Hamlet overcame Fortinbras.
",ACT V.
3838,"  Ham. How long is that since?
",ACT V.
3839,"  Clown. Cannot you tell that? Every fool can tell that. It was the
",ACT V.
3840,"    very day that young Hamlet was born- he that is mad, and sent
",ACT V.
3841,"    into England.
",ACT V.
3842,"  Ham. Ay, marry, why was be sent into England?
",ACT V.
3843,"  Clown. Why, because 'a was mad. 'A shall recover his wits there;
",ACT V.
3844,"    or, if 'a do not, 'tis no great matter there.
",ACT V.
3845,"  Ham. Why?
",ACT V.
3846,"  Clown. 'Twill not he seen in him there. There the men are as mad as
",ACT V.
3847,"    he.
",ACT V.
3848,"  Ham. How came he mad?
",ACT V.
3849,"  Clown. Very strangely, they say.
",ACT V.
3850,"  Ham. How strangely?
",ACT V.
3851,"  Clown. Faith, e'en with losing his wits.
",ACT V.
3852,"  Ham. Upon what ground?
",ACT V.
3853,"  Clown. Why, here in Denmark. I have been sexton here, man and boy  
",ACT V.
3854,"    thirty years.
",ACT V.
3855,"  Ham. How long will a man lie i' th' earth ere he rot?
",ACT V.
3856,"  Clown. Faith, if 'a be not rotten before 'a die (as we have many
",ACT V.
3857,"    pocky corses now-a-days that will scarce hold the laying in, I
",ACT V.
3858,"    will last you some eight year or nine year. A tanner will last
",ACT V.
3859,"    you nine year.
",ACT V.
